Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2017,Tot_Spndng_2018,Tot_Spndng_2019,Tot_Spndng_2020,Tot_Spndng_2021
Desvenlafaxine Succinate ER,Desvenlafaxine Succinate,Actavis/Teva,8265564,6361202,2965755,2530940,2655205
Clobetasol Propionate,Clobetasol Propionate,Actavis/Teva,28573231,14527366,10426582,5806825,2741862
Ropinirole ER,Ropinirole HCl,Actavis/Teva,1994328,2633559,3295287,3937938,2826597
Tamoxifen Citrate,Tamoxifen Citrate,Actavis/Teva,4257322,4631967,3731496,3389134,2896641
Memantine HCl,Memantine HCl,Actavis/Teva,8815753,5174208,4416224,3813464,2987085
Butalb-Acetaminoph-Caff-Codein,Butalbit/Acetamin/Caff/Codeine,Actavis/Teva,4997698,4710165,2873457,2811037,3002048
Indapamide,Indapamide,Actavis/Teva,4172986,3995259,3511992,3562367,3017196
Tamsulosin HCl,Tamsulosin HCl,Actavis/Teva,27139863,20153188,15903128,8873678,3161237
Triamterene-Hydrochlorothiazid,Triamterene/Hydrochlorothiazid,Actavis/Teva,1258752,1970424,9042754,11173017,3290525
Oxycodone HCl ER,Oxycodone HCl,Actavis/Teva,13285125,11096930,3144318,1676024,3394404
Buprenorphine HCl*,Buprenorphine HCl,Actavis/Teva,2874278,4617849,5958488,3858866,3489826
Cyclobenzaprine HCl,Cyclobenzaprine HCl,Actavis/Teva,4367944,3803459,4610736,4975584,3786457
Fluvoxamine Maleate ER,Fluvoxamine Maleate,Actavis/Teva,4717482,4581386,3376455,4230347,3883281
Propranolol HCl*,Propranolol HCl,Actavis/Teva,6528004,4810529,6786514,8124814,3930613
Pilocarpine HCl*,Pilocarpine HCl,Actavis/Teva,9666068,8496460,8179109,6696630,3965880
Alosetron HCl,Alosetron HCl,Actavis/Teva,6909724,5747280,7928714,4668929,4008848
Allopurinol,Allopurinol,Actavis/Teva,16714304,15423117,13857489,17234538,4316404
Deferasirox,Deferasirox,Actavis/Teva,0,0,18459953,10155613,4321301
Ranolazine ER,Ranolazine,Actavis/Teva,0,0,29657756,29709428,4379793
Trospium Chloride ER,Trospium Chloride,Actavis/Teva,14201712,15091089,11273559,8615020,4383275
Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,Actavis/Teva,15563477,16473104,17081044,9922774,4534260
Gabapentin,Gabapentin,Actavis/Teva,48958281,50006629,28226534,26661569,4569367
Betamethasone Dipropionate,Betamethasone Dipropionate,Actavis/Teva,7446924,8389962,6117658,3245450,4836034
Constulose,Lactulose,Actavis/Teva,1849115,2443873,2901608,3934371,4842624
Pimecrolimus,Pimecrolimus,Actavis/Teva,0,0,5247797,6453496,4877033
Morphine Sulfate ER,Morphine Sulfate,Actavis/Teva,17772301,12360200,8918443,6960167,5259715
Enulose,Lactulose,Actavis/Teva,728231,1249560,2289418,5162853,5268934
Dextroamphetamine Sulfate ER,Dextroamphetamine Sulfate,Actavis/Teva,974631,984172,4803298,5924335,5387389
Hydrochlorothiazide,Hydrochlorothiazide,Actavis/Teva,6245984,4668908,4311936,7244993,5420481
Temazepam,Temazepam,Actavis/Teva,3444597,3601413,5094942,6966206,5699380
Bupropion HCl SR,Bupropion HCl,Actavis/Teva,14303809,17881253,12207386,8274537,5928118
Diltiazem 24hr ER (Cd),Diltiazem HCl,Actavis/Teva,29639429,25239926,17261605,11510206,6039273
Matzim La,Diltiazem HCl,Actavis/Teva,6891044,7184097,6023733,6419518,7126298
Sulfasalazine,Sulfasalazine,Actavis/Teva,9570819,8219078,5760255,7726063,7543845
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,Actavis/Teva,8031613,9478777,11078551,9804404,9244922
Ursodiol,Ursodiol,Actavis/Teva,42900304,45656496,26868553,19785800,9291610
Glipizide ER,Glipizide,Actavis/Teva,23777257,22378928,26719047,14465637,10320180
Lamotrigine ER,Lamotrigine,Actavis/Teva,16438064,16122960,15420328,11058067,10782764
Prednisone,Prednisone,Actavis/Teva,13545398,14781856,16739413,14182617,11649449
Dextroamphetamine-Amphet ER,Dextroamphetamine/Amphetamine,Actavis/Teva,16513903,14754142,17896061,14768466,12119637
Bupropion XL,Bupropion HCl,Actavis/Teva,50387112,41548258,30134155,16781657,12487990
Levalbuterol Tartrate HFA,Levalbuterol Tartrate,Actavis/Teva,7434445,9671311,10094964,11646217,13759965
Clonidine HCl,Clonidine HCl,Actavis/Teva,7271791,4294753,11603195,14947103,14622133
Dicyclomine HCl*,Dicyclomine HCl,Actavis/Teva,7238302,11898160,15796351,19741530,15006227
Vigabatrin,Vigabatrin,Actavis/Teva,0,0,14953009,18522255,15153228
Propranolol HCl ER,Propranolol HCl,Actavis/Teva,30342127,30341033,27595716,22416748,19390354
Lorazepam*,Lorazepam,Actavis/Teva,30611299,31163351,29532477,28389535,20701337
Budesonide ER,Budesonide,Actavis/Teva,0,5058599,10171832,17882150,21770752
Cartia Xt,Diltiazem HCl,Actavis/Teva,62890583,70332833,52804005,36753987,21921628
Alprazolam,Alprazolam,Actavis/Teva,25180930,34996801,33077613,42853050,24247115
Potassium Chloride*,Potassium Chloride,Actavis/Teva,80865041,81765675,81449816,57430056,32435239
Clonidine,Clonidine,Actavis/Teva,24579069,23768066,24135715,31210025,32763958
Verapamil SR,Verapamil HCl,Actavis/Teva,45044073,50375273,49043518,40393322,37808754
Testosterone,Testosterone,Actavis/Teva,8292504,23903843,46807895,48821281,39521974
Carbidopa-Levodopa,Carbidopa/Levodopa,Actavis/Teva,44288344,48521919,54626942,57014668,52697538
Lidocaine,Lidocaine,Actavis/Teva,41553971,44262624,57022173,69525264,73609253
Metoprolol Succinate,Metoprolol Succinate,Actavis/Teva,323667558,341693447,225371031,148897697,96228566
Albuterol Sulfate*,Albuterol Sulfate,Actavis/Teva*,1000128,697749,468585,216569,123443
Acyclovir*,Acyclovir,Actavis/Teva*,5060972,2786157,2023924,1343662,966293
Mesalamine*,Mesalamine,Actavis/Teva*,0,7422241,14853157,5864361,1144734
Diclofenac Sodium*,Diclofenac Sodium,Actavis/Teva*,10014898,7062481,4456916,1410890,1320384
Veletri,Epoprostenol Sodium,Actelion Pharma,360525,398910,492671,145811,545538
Zavesca,Miglustat,Actelion Pharma,5004182,2770263,637120,1367726,1819181
Tracleer,Bosentan,Actelion Pharma,249722548,207168154,105055400,33833038,25687163
Uptravi,Selexipag,Actelion Pharma,216458220,305315458,389893561,540954176,614909881
Opsumit,Macitentan,Actelion Pharma,400387439,468704269,541945046,768656729,863186478
Narcan,Naloxone HCl,Adapt Pharma In,8058821,26305605,51287846,53370720,63707064
Potassium Chloride*,Potassium Chloride,Adare Pharmaceu,0,1447782,8353180,3447956,90928
Bivigam,Immun Glob G(IgG)/Gly/IgA Ov50,"Adma Biologics,",0,0,0,1038768,1155777
Tramadol HCl,Tramadol HCl,Advagen Pharma,0,0,0,0,693
Baclofen*,Baclofen,Advagen Pharma,0,0,0,0,8203
Metoprolol Tartrate*,Metoprolol Tartrate,Advagen Pharma,0,0,0,0,11291
Buspirone HCl,Buspirone HCl,Advagen Pharma,0,0,0,0,19572
Tizanidine HCl,Tizanidine HCl,Advagen Pharma,0,0,0,0,56859
Carvedilol,Carvedilol,Advagen Pharma,0,0,0,0,72616
Oxybutynin Chloride ER,Oxybutynin Chloride,Advagen Pharma,0,0,0,0,115158
Amantadine,Amantadine HCl,Advagen Pharma,0,0,0,0,132415
Diclofenac Potassium,Diclofenac Potassium,Advagen Pharma,0,0,0,0,216685
Amiodarone HCl*,Amiodarone HCl,Advagen Pharma,0,0,0,0,277052
Cyclobenzaprine HCl,Cyclobenzaprine HCl,Advagen Pharma,0,0,0,0,552017
Rabeprazole Sodium,Rabeprazole Sodium,Advagen Pharma,0,0,0,0,687639
Juxtapid,Lomitapide Mesylate,Aegerion Pharma,10922238,9140587,10588912,11519946,9434150
Myalept,Metreleptin,Aegerion Pharma,11398058,11357421,14564133,17396955,17962350
Rocklatan,Netarsudil Mesylat/Latanoprost,Aerie Pharmaceu,0,0,11806590,49651592,83890591
Rhopressa,Netarsudil Mesylate,Aerie Pharmaceu,0,15643253,77837724,109355175,134396762
Chateal Eq,Levonorgestrel/Ethin.Estradiol,"Afaxys, Inc.",0,0,505,428,1350
Tulana,Norethindrone,"Afaxys, Inc.",0,377,3258,3362,1578
Tri-Vylibra,Norgestimate-Ethinyl Estradiol,"Afaxys, Inc.",0,842,4680,1831,2269
Cyred Eq,Desogestrel-Ethinyl Estradiol,"Afaxys, Inc.",0,0,1718,2265,2483
Vylibra,Norgestimate-Ethinyl Estradiol,"Afaxys, Inc.",0,2531,6988,3152,2662
Tarina 24 Fe,Norethindrone-E.Estradiol-Iron,"Afaxys, Inc.",0,0,0,1490,2916
Ella,Ulipristal Acetate,"Afaxys, Inc.",18426,21331,24155,17432,5929
Aubra Eq,Levonorgestrel/Ethin.Estradiol,"Afaxys, Inc.",0,269,5744,5524,6017
Jasmiel,Ethinyl Estradiol/Drospirenone,"Afaxys, Inc.",0,0,931,2724,6463
Medroxyprogesterone Acetate*,Medroxyprogesterone Acetate,"Afaxys, Inc.",0,0,0,0,14903
Tarina Fe 1-20 Eq,Norethindrone-E.Estradiol-Iron,"Afaxys, Inc.",0,0,5564,25491,18019
PEG 3350-Electrolyte,Sodium Chloride/NaHCO3/KCl/PEG,Affordable Phar,2733127,2297300,2694352,2604381,2417297
PEG-3350 And Electrolytes,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",Affordable Phar,1427362,1060803,1113542,1617746,2514881
Tibsovo,IVosidenib,Agios Pharmaceu,0,6673701,29663424,58650993,89427239
Folic Acid*,Folic Acid,AHP,36,0,35,0,18
Hydrochlorothiazide,Hydrochlorothiazide,AHP,5705,0,0,0,78
Nortriptyline HCl,Nortriptyline HCl,AHP,2319,582,464,387,79
Meloxicam,Meloxicam,AHP,1416,259,215,115,111
Pioglitazone HCl,Pioglitazone HCl,AHP,6567,1365,304,623,135
Carvedilol,Carvedilol,AHP,32655,6222,2641,739,168
Zolpidem Tartrate*,Zolpidem Tartrate,AHP,2264,586,453,380,173
Entacapone,Entacapone,AHP,9574,2167,1731,447,190
Promethazine HCl*,Promethazine HCl,AHP,7152,806,408,323,197
Calcitriol*,Calcitriol,AHP,0,0,0,385,225
Amiodarone HCl*,Amiodarone HCl,AHP,14057,3816,3309,1653,228
Nitrofurantoin,Nitrofurantoin Macrocrystal,AHP,18521,5184,11863,3955,240
Doxycycline Monohydrate,Doxycycline Monohydrate,AHP,1893,1840,1142,342,258
Methimazole,Methimazole,AHP,6209,4472,1621,636,258
Methadone HCl*,Methadone HCl,AHP,1183,590,701,527,258
Famotidine*,Famotidine,AHP,0,0,0,0,296
Metoclopramide HCl*,Metoclopramide HCl,AHP,6035,1001,1341,1269,321
Valsartan,Valsartan,AHP,18216,34960,77747,15856,330
Cyclobenzaprine HCl,Cyclobenzaprine HCl,AHP,2288,192,1239,331,333
Metronidazole*,Metronidazole,AHP,6112,1793,1624,511,361
Propranolol HCl*,Propranolol HCl,AHP,234,7031,9458,793,377
Potassium Citrate ER,Potassium Citrate,AHP,9977,811,1475,2213,378
Citalopram HBr,Citalopram Hydrobromide,AHP,13223,1179,988,414,386
Methocarbamol*,Methocarbamol,AHP,1391,12698,1792,169,405
Fenofibrate,"Fenofibrate,Micronized",AHP,45326,11111,7505,727,410
Nateglinide,Nateglinide,AHP,19730,5848,3357,684,423
Bupropion HCl SR,Bupropion HCl,AHP,3486,2080,2787,857,433
Ipratropium Bromide*,Ipratropium Bromide,AHP,0,0,285,1468,470
Methylphenidate HCl,Methylphenidate HCl,AHP,1442,1402,1248,1385,478
Cefuroxime,Cefuroxime Axetil,AHP,0,151,1463,1023,493
Modafinil,Modafinil,AHP,11130,0,4656,691,512
Spironolactone,Spironolactone,AHP,13016,4583,1307,708,517
Bumetanide*,Bumetanide,AHP,0,365,807,1116,519
Ranolazine ER,Ranolazine,AHP,0,0,0,0,526
Quetiapine Fumarate,Quetiapine Fumarate,AHP,163269,18024,6293,5326,594
Propranolol HCl ER,Propranolol HCl,AHP,40230,8320,7302,1280,595
Hydromorphone HCl*,Hydromorphone HCl,AHP,2630,1107,1630,1497,611
Tramadol HCl-Acetaminophen,Tramadol HCl/Acetaminophen,AHP,1528,571,641,2263,662
Minoxidil,Minoxidil,AHP,2190,463,884,1805,691
Azithromycin*,Azithromycin,AHP,17874,4138,4927,4384,692
Celecoxib,Celecoxib,AHP,44240,12102,15313,2142,740
Clonidine HCl,Clonidine HCl,AHP,1985,0,0,108,749
Dicyclomine HCl*,Dicyclomine HCl,AHP,0,150,3847,1985,757
Morphine Sulfate ER,Morphine Sulfate,AHP,6362,2855,1981,1503,774
Naproxen,Naproxen,AHP,6573,1018,1159,582,788
Desmopressin Acetate*,Desmopressin Acetate,AHP,25366,16790,16180,2393,836
Acyclovir*,Acyclovir,AHP,4844,1023,1461,984,850
Ibuprofen,Ibuprofen,AHP,7562,4575,3082,697,859
Hydrocortisone*,Hydrocortisone,AHP,13029,6309,797,2373,864
Rifampin*,Rifampin,AHP,7711,6436,2505,3321,899
Oxybutynin Chloride ER,Oxybutynin Chloride,AHP,18298,2362,11969,5620,905
Finasteride,Finasteride,AHP,36525,11237,4060,986,965
Methylprednisolone,Methylprednisolone,AHP,2140,1219,1438,439,974
Acetaminophen-Codeine,Acetaminophen With Codeine,AHP,9480,3670,2191,966,985
Midodrine HCl,Midodrine HCl,AHP,63037,46280,5690,1819,1050
Candesartan Cilexetil,Candesartan Cilexetil,AHP,10411,11998,36729,17543,1069
Gemfibrozil,Gemfibrozil,AHP,13569,11440,10793,2355,1072
Hydralazine HCl*,Hydralazine HCl,AHP,39488,6374,3455,1828,1118
Tizanidine HCl,Tizanidine HCl,AHP,8256,3760,3396,1735,1133
Labetalol HCl*,Labetalol HCl,AHP,9816,3044,1835,0,1148
Linezolid,Linezolid,AHP,77895,20642,3125,4435,1156
Phenytoin,Phenytoin,AHP,2231,5059,12877,7915,1173
Misoprostol,Misoprostol,AHP,18847,9322,10293,10758,1187
Paroxetine HCl,Paroxetine HCl,AHP,22876,5649,2843,2070,1219
Allopurinol,Allopurinol,AHP,47736,7234,5993,3299,1261
Fluoxetine HCl,Fluoxetine HCl,AHP,18751,5420,6740,3125,1314
Calcium Acetate,Calcium Acetate,AHP,31074,3318,59970,71371,1330
Mycophenolate Mofetil,Mycophenolate Mofetil,AHP,3441,45675,1666,4343,1424
Fenofibrate,Fenofibrate,AHP,30977,3954,7583,5353,1452
Hydroxyzine Pamoate,Hydroxyzine Pamoate,AHP,9125,5755,14896,6239,1462
Anastrozole,Anastrozole,AHP,9283,2698,2873,1993,1463
Phenytoin Sodium Extended,Phenytoin Sodium Extended,AHP,55982,10222,6560,1838,1537
Venlafaxine HCl,Venlafaxine HCl,AHP,19985,2661,3162,2638,1553
Pravastatin Sodium,Pravastatin Sodium,AHP,24261,2959,1638,2257,1581
Amlodipine Besylate,Amlodipine Besylate,AHP,37374,4809,1834,791,1594
Glimepiride,Glimepiride,AHP,7817,2253,1702,1629,1605
Fluconazole,Fluconazole,AHP,15011,5640,4423,3317,1679
Dantrolene Sodium,Dantrolene Sodium,AHP,12702,5894,3638,2556,1772
Rosuvastatin Calcium,Rosuvastatin Calcium,AHP,16938,32088,46023,3058,1786
Valacyclovir,Valacyclovir HCl,AHP,5123,3744,2857,2380,1790
Donepezil HCl,Donepezil HCl,AHP,18041,4865,11187,4900,1916
Naltrexone HCl,Naltrexone HCl,AHP,15476,5383,8202,3420,1924
Memantine HCl,Memantine HCl,AHP,41595,11285,13263,14743,2011
Lorazepam*,Lorazepam,AHP,7255,14603,3761,1800,2057
Loperamide,Loperamide HCl,AHP,1800,945,5137,1864,2109
Clonazepam,Clonazepam,AHP,0,0,0,374,2285
Tolterodine Tartrate ER,Tolterodine Tartrate,AHP,0,0,0,0,2305
Olanzapine*,Olanzapine,AHP,96782,12121,17083,5103,2390
Lithium Carbonate ER,Lithium Carbonate,AHP,16557,11905,9774,4091,2443
Oxybutynin Chloride,Oxybutynin Chloride,AHP,54173,10762,5703,4390,2478
Clomipramine HCl,Clomipramine HCl,AHP,59816,18251,14871,2020,2547
Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,AHP,5789,6481,7838,4043,2552
Montelukast Sodium,Montelukast Sodium,AHP,12776,7106,12065,5492,2599
Baclofen*,Baclofen,AHP,69588,11945,7468,3162,2738
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,AHP,33198,7136,9579,4283,2766
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,AHP,128284,17225,11764,7409,2782
Sotalol,Sotalol HCl,AHP,2289,2435,1047,1172,2801
Ezetimibe,Ezetimibe,AHP,65112,8930,7490,2416,2824
Clindamycin HCl,Clindamycin HCl,AHP,25701,5225,5752,3723,2887
Colchicine,Colchicine,AHP,6775,68370,35946,22564,2938
Trazodone HCl,Trazodone HCl,AHP,25603,5360,10587,8320,2982
Glipizide ER,Glipizide,AHP,113682,20895,14806,10362,2990
Tramadol HCl,Tramadol HCl,AHP,7460,5217,3936,2609,3021
Dronabinol,Dronabinol,AHP,208077,95032,11318,1551,3172
Lamotrigine,Lamotrigine,AHP,7169,5103,7750,6416,3200
Bupropion XL,Bupropion HCl,AHP,13771,5801,6456,4353,3203
Lisinopril,Lisinopril,AHP,51948,11128,16603,12668,3378
Sertraline HCl,Sertraline HCl,AHP,109584,31542,27641,24394,3590
Meclizine HCl,Meclizine HCl,AHP,7889,2719,4419,11899,3662
Ondansetron HCl*,Ondansetron HCl,AHP,33924,26016,16081,5784,3711
Escitalopram Oxalate,Escitalopram Oxalate,AHP,62647,18287,13651,10239,3731
Pregabalin,Pregabalin,AHP,0,0,6092,8578,3781
Azathioprine,Azathioprine,AHP,15483,3379,4011,3870,3861
Hydroxyzine HCl*,Hydroxyzine HCl,AHP,9552,16345,22879,13986,3903
Benztropine Mesylate*,Benztropine Mesylate,AHP,140764,24123,35731,7146,3937
Metoprolol Succinate,Metoprolol Succinate,AHP,100139,38670,14429,5500,4094
Doxycycline Hyclate*,Doxycycline Hyclate,AHP,34283,9239,17728,5105,4124
Nimodipine,Nimodipine,AHP,22550,17120,18796,7696,4133
Risperidone,Risperidone,AHP,26328,5475,7490,5326,4184
Ursodiol,Ursodiol,AHP,101875,21300,13952,0,4276
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,AHP,21314,12444,10966,7444,4340
Metformin HCl,Metformin HCl,AHP,9996,5654,11935,6779,4393
Fenofibrate,Fenofibrate Nanocrystallized,AHP,36801,12538,10086,8388,4417
Metoprolol Tartrate*,Metoprolol Tartrate,AHP,59897,10660,8906,9055,4468
Oxycodone-Acetaminophen,Oxycodone HCl/Acetaminophen,AHP,12436,6553,9517,8001,4493
Carbidopa-Levodopa ER,Carbidopa/Levodopa,AHP,193490,83129,111276,16955,4513
Sevelamer Carbonate,Sevelamer Carbonate,AHP,26897,59086,24497,13157,4514
Venlafaxine HCl ER,Venlafaxine HCl,AHP,38513,13776,43304,10898,4606
Chlorpromazine HCl*,Chlorpromazine HCl,AHP,0,0,6223,6466,4913
Fludrocortisone Acetate,Fludrocortisone Acetate,AHP,18546,69435,71893,24613,4965
Isosorbide Mononitrate ER,Isosorbide Mononitrate,AHP,36276,9272,5083,3169,4979
Simvastatin,Simvastatin,AHP,30877,12470,11533,7966,5040
Mirtazapine,Mirtazapine,AHP,88373,20219,19999,10916,5248
Temazepam,Temazepam,AHP,58518,10979,12734,4394,5302
Butalbital-Acetaminophen-Caffe,Butalb/Acetaminophen/Caffeine,AHP,1379,3758,7182,6134,5388
Topiramate,Topiramate,AHP,46039,14870,23681,6883,5446
Oxazepam,Oxazepam,AHP,118671,34919,7061,5713,5465
Potassium Chloride*,Potassium Chloride,AHP,143693,27548,90408,20625,5559
Prednisone,Prednisone,AHP,10511,3821,33249,7651,5569
Torsemide,Torsemide,AHP,19364,8598,40905,9854,5639
Carbamazepine ER,Carbamazepine,AHP,159646,40305,30774,17740,5976
Cinacalcet HCl,Cinacalcet HCl,AHP,0,0,0,16841,6221
Levothyroxine Sodium*,Levothyroxine Sodium,AHP,0,0,604,30398,6318
Acetazolamide,Acetazolamide,AHP,29384,6570,8149,5763,6345
Oxycodone HCl,Oxycodone HCl,AHP,34931,17154,13305,7765,6431
Acamprosate Calcium,Acamprosate Calcium,AHP,4934,3358,2462,3366,6457
Pantoprazole Sodium*,Pantoprazole Sodium,AHP,48329,11907,23576,16731,6505
Warfarin Sodium,Warfarin Sodium,AHP,53551,12636,9639,7624,6893
Haloperidol,Haloperidol,AHP,91551,31976,48965,19445,6910
Omeprazole,Omeprazole,AHP,56458,14224,15536,17544,7087
Perphenazine,Perphenazine,AHP,101517,18842,12903,9714,7710
Divalproex Sodium ER,Divalproex Sodium,AHP,245264,54799,104539,23148,7830
Levetiracetam*,Levetiracetam,AHP,108124,28882,86711,19203,8466
Primidone,Primidone,AHP,25402,6691,7453,26727,8545
Diltiazem 24hr ER (Cd),Diltiazem HCl,AHP,360468,59156,40834,27082,8572
Mycophenolic Acid,Mycophenolate Sodium,AHP,24324,1790,6202,8075,8586
Zafirlukast,Zafirlukast,AHP,40053,5283,3602,5634,8591
Tamsulosin HCl,Tamsulosin HCl,AHP,56385,14803,20762,15515,8666
Ziprasidone HCl,Ziprasidone HCl,AHP,411575,44504,29565,19741,8825
Gabapentin,Gabapentin,AHP,120585,45403,43839,25393,9603
Hydroxyurea,Hydroxyurea,AHP,17056,5768,14084,72641,9658
Atorvastatin Calcium,Atorvastatin Calcium,AHP,148349,28513,21931,12921,9879
Ethambutol HCl,Ethambutol HCl,AHP,2110,790,4231,16886,10131
Ciprofloxacin HCl*,Ciprofloxacin HCl,AHP,62935,19617,29899,15875,10702
Aripiprazole,Aripiprazole,AHP,482354,104056,152934,17515,11696
Nifedipine ER,Nifedipine,AHP,44346,19798,40535,7201,12164
Clozapine,Clozapine,AHP,0,0,32782,19427,12232
Cephalexin,Cephalexin,AHP,15472,9594,21765,15537,13435
Duloxetine HCl,Duloxetine HCl,AHP,182387,51920,37005,18510,14363
Mesalamine*,Mesalamine,AHP,80095,44302,37115,65975,15125
Isosorbide Dinitrate,Isosorbide Dinitrate,AHP,84117,37919,58904,19050,15418
Pyridostigmine Bromide,Pyridostigmine Bromide,AHP,33593,9318,8358,13123,16555
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,AHP,45209,46366,65248,21315,16624
Oxcarbazepine,Oxcarbazepine,AHP,46065,18590,43946,24041,18189
Carbidopa-Levodopa,Carbidopa/Levodopa,AHP,41043,11249,10232,10809,18690
Clopidogrel,Clopidogrel Bisulfate,AHP,65356,34504,34811,22677,21880
Cyclosporine*,Cyclosporine,AHP,53414,43860,82318,57174,24964
Demeclocycline HCl,Demeclocycline HCl,AHP,70825,29580,23002,44190,27286
Losartan Potassium,Losartan Potassium,AHP,50623,13120,55538,115996,29597
Tacrolimus*,Tacrolimus,AHP,25668,1772,44798,173565,30994
Imatinib Mesylate,Imatinib Mesylate,AHP,2242378,508820,296012,114573,37946
Divalproex Sodium,Divalproex Sodium,AHP,1062402,199263,197880,44489,38586
Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,AHP,0,0,7561,14255,49824
Posaconazole,Posaconazole,AHP,0,0,0,39040,100726
Albuterol Sulfate*,Albuterol Sulfate,AHP*,12071,6014,6994,2835,1507
Benzonatate,Benzonatate,Aiping Pharmace,0,0,0,917,673
Folic Acid*,Folic Acid,Aiping Pharmace,0,0,0,10978,27431
Ibuprofen,Ibuprofen,Aiping Pharmace,0,0,0,96684,120773
Metformin ER Osmotic,Metformin HCl,Aiping Pharmace,0,0,0,154781,259995
Levetiracetam*,Levetiracetam,Ajanta Pharma L,271812,129147,32034,11096,2374
Lansoprazole,Lansoprazole,Ajanta Pharma L,14364,203504,70837,11230,3427
Oseltamivir Phosphate,Oseltamivir Phosphate,Ajanta Pharma L,0,0,0,0,9062
