Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,Country,Facility Type,EV Pricing
STOP N SAVE 723 HORIZON DC1,723 Horizon Dr,Grand Junction,CO,81506,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.109635,-108.542347,5/8/2023,118890,2023-05-08 00:14:50 UTC,2/27/2019,CHADEMO J1772COMBO,US,,
RALEIGH STATION DC FAST 02,4005 Capital Hills Dr,Raleigh,NC,27616,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.887798,-78.568955,5/8/2023,119005,2023-05-08 00:14:53 UTC,3/8/2019,J1772COMBO,US,,
JLRHOUSTON DC FAST 02,7025 Old Katy Rd,Houston,TX,77024,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,29.782113,-95.443958,5/8/2023,119006,2023-05-08 00:14:51 UTC,3/8/2019,J1772COMBO,US,,
JLR BELLEVUE DC FAST 01,13817 NE 20th St,Bellevue,WA,98005,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,47.627443,-122.155925,5/8/2023,119039,2023-05-08 00:13:37 UTC,3/8/2019,J1772COMBO,US,,
JLR ANNAPOLIS DC FAST 01,101 Ferguson Rd,Annapolis,MD,21409,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.017882,-76.482173,5/8/2023,120990,2023-05-08 00:14:01 UTC,3/27/2019,J1772COMBO,US,,
JAG DC FAST 01,200 Bird Road,Coral Gables,FL,33146,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,25.734449,-80.2592,5/8/2023,120994,2023-05-08 00:13:48 UTC,3/27/2019,J1772COMBO,US,,
EMORY UNIV CPE250,1390 Oxford Road,Atlanta,GA,30307,888-758-4389,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.789692,-84.327126,5/8/2023,121097,2023-05-08 00:15:12 UTC,4/2/2019,CHADEMO J1772COMBO,US,,
MEIJER STORES GRAND RAPIDS 2,3030 Walker Ave NW,Grand Rapids,MI,49544,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.01937,-85.724425,5/8/2023,121348,2023-05-08 00:15:16 UTC,4/12/2019,CHADEMO J1772COMBO,US,,
JLR DUBLIN DC FAST 01,5775 Venture Dr,Dublin,OH,43017,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.099725,-83.146095,5/8/2023,121492,2023-05-08 00:13:55 UTC,4/16/2019,J1772COMBO,US,,
BERGEN HARLEY DCFAST HOG,124 Essex St,Rochelle Park,NJ,7662,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.892506,-74.073138,5/8/2023,121570,2023-05-08 00:15:18 UTC,4/18/2019,J1772COMBO,US,,
AEHD LIVEWIRE DCFAST HOG,5920 I-35E,Corinth,TX,76210,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.152779,-97.062574,5/8/2023,121632,2023-05-08 00:15:16 UTC,4/20/2019,J1772COMBO,US,,
ENMARKET POOLER DC,1601 Pooler Pkwy,Pooler,GA,31322,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,32.087861,-81.277069,5/8/2023,121682,2023-05-08 00:15:19 UTC,4/25/2019,CHADEMO J1772COMBO,US,,
SDCEA SOUTH MAIN L3,912 South Main Street,Buena Vista,CO,81211,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.841663,-106.120105,5/8/2023,121684,2023-05-08 00:14:51 UTC,4/25/2019,CHADEMO J1772COMBO,US,,
UFV EV STATION AB DC LOT 6A.1,33844 King Rd Parking Lot 6a,Abbotsford,BC,V2S 7M8,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,49.029389,-122.285215,5/8/2023,121702,2023-05-08 00:11:38 UTC,4/26/2019,CHADEMO J1772COMBO,CA,,
FRONT OF POOL DC FAST CHARGE,601 E State St,Athens,OH,45701,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.337162,-82.07743,5/8/2023,122213,2023-05-08 00:20:19 UTC,5/1/2019,CHADEMO J1772COMBO,US,,
BARB'S HARLEY DCFAST HOG OUT,926 E Black Horse Pike,Mt Ephraim,NJ,8059,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.889663,-75.090522,5/8/2023,122783,2023-05-08 00:15:40 UTC,5/16/2019,J1772COMBO,US,,
APOLLO CAREER APOLLO FAST 1,Apollo Career Center 3325 Shawnee Rd,Lima,OH,45804,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.692717,-84.150299,5/8/2023,123418,2023-05-08 00:15:41 UTC,5/30/2019,CHADEMO J1772COMBO,US,,
STAMPEDE HD DCFAST HOG,240 N Burleson Blvd,Burleson,TX,76028,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,32.546808,-97.314952,5/8/2023,123431,2023-05-08 00:15:52 UTC,5/31/2019,J1772COMBO,US,,
COWBOYHDAUSTIN LIVEWIRE1,10917 S IH 35 Frontage Rd,Austin,TX,78747,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.143066,-97.79395,5/8/2023,123584,2023-05-08 00:15:56 UTC,6/7/2019,J1772COMBO,US,,
DC CORRIDOR KENNEBUNK S DC2,Exit 25 Maine Turnpike Kennebunk South servic,Kennebunk,ME,4043,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.411113,-70.560641,5/8/2023,143138,2023-05-08 00:16:53 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
DC CORRIDOR KENNEBUNK S DC1,Exit 25 Kennebunk South service plaza,Kennebunk,ME,4043,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.411142,-70.560603,5/8/2023,143139,2023-05-08 00:16:53 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
HDHD DCFAST HOG OUT,2310 E Cinema Dr,Meridian,ID,83642,888-758-4389,Public,Mon 9:30am - 6:00pm; Tue 9:30am - 6:00pm; Wed 9:30am - 6:00pm; Thu 9:30am - 6:00pm; Fri 9:30am - 6:00pm; Sat 9:00am - 6:00pm; Sun 11:00am - 2:00pm,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.592842,-116.366117,5/8/2023,143143,2023-05-08 00:16:52 UTC,8/15/2019,J1772COMBO,US,,
IRVINE COMPANY WOODBURY DCFC 2,6428 Irvine Blvd,Irvine,CA,92620,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.698858,-117.740535,5/8/2023,143146,2023-05-08 00:20:28 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
THUNDER MTN H-D DCFAST HOG,4250 Byrd Dr,Loveland,CO,80538,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.437413,-104.994176,5/8/2023,143148,2023-05-08 00:16:52 UTC,8/15/2019,J1772COMBO,US,,
WINDY CITY H-D MILWAUKEE DC,11310 W Silver Spring Rd,Milwaukee,WI,53225,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.1206,-88.05403,5/8/2023,143159,2023-05-08 00:16:51 UTC,8/15/2019,J1772COMBO,US,,
TCHD DCFAST HOG,4967 SE Federal Hwy,Stuart,FL,34997,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,27.144936,-80.21274,5/8/2023,143162,2023-05-08 00:16:50 UTC,8/15/2019,J1772COMBO,US,,
PALMBEACHHD DCFAST HOG,2955 45th St,West Palm Beach,FL,33407,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,26.759964,-80.094795,5/8/2023,143171,2023-05-08 00:16:50 UTC,8/15/2019,J1772COMBO,US,,
SPEEDWAY HD DCFAST HOG,10049 Weddington Rd,Concord,NC,28027,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.364433,-80.71057,5/8/2023,143174,2023-05-08 00:16:49 UTC,8/15/2019,J1772COMBO,US,,
AHDEV DCFAST HOG,18425 W Colfax Ave,Golden,CO,80401,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.704976,-105.204946,5/8/2023,143184,2023-05-08 00:16:48 UTC,8/15/2019,J1772COMBO,US,,
GREENLIFE GREENLIFE,6754 Washington Ave,Egg Harbor Township,NJ,8234,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.4046,-74.55359,5/8/2023,143188,2023-05-08 00:16:48 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
EVERGY @HARLY DLR-339A,5900 E MO-150 Hwy @ Gails Harley Davidson Dea,Grandview,MO,64030,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.858538,-94.525089,5/8/2023,143199,2023-05-08 00:17:13 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
RAWHIDE HD DCFAST HOG,725 N Rawhide,Olathe,KS,66061,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.891854,-94.790601,5/8/2023,143204,2023-05-08 00:16:46 UTC,8/15/2019,J1772COMBO,US,,
HANNUM'S H-D DCFAST HOG,12 W Milton Ave,Rahway,NJ,7065,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.60567,-74.278177,5/8/2023,143205,2023-05-08 00:16:46 UTC,8/15/2019,J1772COMBO,US,,
DESTINATION DCFAST HOG,2302 Pacific Hwy E,Fife,WA,98424,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,47.24293,-122.39677,5/8/2023,143215,2023-05-08 00:16:45 UTC,8/15/2019,J1772COMBO,US,,
MOTOWN HARLEY DCFAST HOG,14100 Telegraph Rd,Taylor,MI,48180,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.2041,-83.269624,5/8/2023,143221,2023-05-08 00:16:45 UTC,8/15/2019,J1772COMBO,US,,
H-D BALTIMORE DCFAST HOG,8845 Pulaski Hwy,Rosedale,MD,21237,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.340466,-76.47077,5/8/2023,143222,2023-05-08 00:16:45 UTC,8/15/2019,J1772COMBO,US,,
SOUTHSIDE H-D DCFAST HOG,385 N Witchduck Rd,Virginia Beach,VA,23462,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,36.84874,-76.155655,5/8/2023,143223,2023-05-08 00:16:44 UTC,8/15/2019,J1772COMBO,US,,
GARDEN STATE DCFAST HOG,1775 NJ-10,Morris Plains,NJ,7950,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.84865,-74.47173,5/8/2023,143234,2023-05-08 00:16:37 UTC,8/15/2019,J1772COMBO,US,,
BIG BARN HD DCFAST HOG,81 NW 49th Pl,Des Moines,IA,50313,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.651218,-93.617902,5/8/2023,143245,2023-05-08 00:16:36 UTC,8/15/2019,J1772COMBO,US,,
STINGER HD DCFAST HOG,3053 Eastpointe Dr,Medina,OH,44256,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.138843,-81.79673,5/8/2023,143254,2023-05-08 00:16:35 UTC,8/15/2019,J1772COMBO,US,,
ECG EAGLE PNR DC 1,112 Fairgrounds Rd,Eagle,CO,81631,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.659076,-106.827823,5/8/2023,143259,2023-05-08 00:16:35 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
HOHD LIVEWIRE 1 DCFAST HOG,1 Chelmsford Rd,Billerica,MA,1862,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.583943,-71.292339,5/8/2023,143273,2023-05-08 00:16:34 UTC,8/15/2019,J1772COMBO,US,,
GM OFFICE DCFAST HOG,1700 Arthur St,Louisville,KY,40208,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.22111,-85.752045,5/8/2023,143276,2023-05-08 00:16:33 UTC,8/15/2019,J1772COMBO,US,,
TXHD DCFAST HOG,1 Texas Harley Way,Bedford,TX,76021,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,32.839096,-97.135853,5/8/2023,143282,2023-05-08 00:16:33 UTC,8/15/2019,J1772COMBO,US,,
141 WINTHROP BULGER DCFC,141 Winthrop Ave,Lawrence,MA,1843,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.687283,-71.14557,5/8/2023,143289,2023-05-08 00:16:33 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
LIVEWIRE DCFAST HOG OUT,2428 Sunrise Hwy,Bellmore,NY,11710,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.665961,-73.536912,5/8/2023,143298,2023-05-08 00:16:32 UTC,8/15/2019,J1772COMBO,US,,
RIDING HIGH H-D DCFAST HOG,3036 NC Hwy 68,High Point,NC,27265,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,36.062581,-79.959277,5/8/2023,143311,2023-05-08 00:16:30 UTC,8/15/2019,J1772COMBO,US,,
EASTSIDE HD DCFAST HOG,2350 136th Pl NE,Bellevue,WA,98005,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,47.630585,-122.15664,5/8/2023,143313,2023-05-08 00:16:30 UTC,8/15/2019,J1772COMBO,US,,
ADAMEC JACKSONVILLE DC,8909 Baymeadows Rd,Jacksonville,FL,32256,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.22175,-81.57384,5/8/2023,143331,2023-05-08 00:16:25 UTC,8/15/2019,J1772COMBO,US,,
TOBACCOROADHD DCFAST HOG,1126 S Saunders St,Raleigh,NC,27603,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.764973,-78.64961,5/8/2023,143347,2023-05-08 00:16:23 UTC,8/15/2019,J1772COMBO,US,,
GARAGE 2 MNAA FAST DC 4,140 BNA Park Drive,Nashville,TN,37214,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,36.130691,-86.667505,5/8/2023,143383,2023-05-08 00:16:20 UTC,8/15/2019,CHADEMO,US,,
GVEC DC 2,6400 I-10,Seguin,TX,78155,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,29.539656,-98.07729,5/8/2023,143400,2023-05-08 00:16:18 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
LAKEWOOD WINTERHURST,14740 Lakewood Heights,Lakewood,OH,44107,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.470684,-81.79948,5/8/2023,143419,2023-05-08 00:16:16 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
JLR WAUKESHA DC FAST 02,1901 E Moreland Blvd,Waukesha,WI,53186,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.026032,-88.194186,5/8/2023,143436,2023-05-08 00:16:09 UTC,8/15/2019,J1772COMBO,US,,
SUBURBAN MOTORS DCFAST HOG,139 N Main St,Thiensville,WI,53092,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.232365,-87.984215,5/8/2023,143478,2023-05-08 00:16:05 UTC,8/15/2019,J1772COMBO,US,,
MDTA BALT HARB TUN 2,1150 Frankfurst Ave,Baltimore,MD,21226,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.24049,-76.587975,5/8/2023,143480,2023-05-08 00:16:05 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
MDTA BALT HARB TUN 1,1150 Frankfurst Ave,Baltimore,MD,21226,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.240517,-76.58784,5/8/2023,143481,2023-05-08 00:16:05 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
MDTA BALT HARB TUN 5,1150 Frankfurst Ave,Baltimore,MD,21226,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.240486,-76.588165,5/8/2023,143482,2023-05-08 00:16:05 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
EVERGY @KTA SVC -408A,8000 SE I-70 Hwy @ KS Turnpike - Topeka East,Topeka OCL,KS,66542,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.01963,-95.50789,5/8/2023,143489,2023-05-08 00:16:04 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
EVERGY @KTA SVC -404B,7225 Kansas Turnpike @ KS Turnpike - Towanda,El Dorado OCL,KS,67042,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.766308,-96.98113,5/8/2023,143491,2023-05-08 00:16:04 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
EVERGY @KTA SVC -406A,209 Kansas Turnpike @ KS Turnpike - Lawrence,Lawrence OCL,KS,66044,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.02036,-95.134674,5/8/2023,143502,2023-05-08 00:16:03 UTC,8/15/2019,CHADEMO J1772COMBO,US,,
ALL AMERICAN HD DCFAST HOG,8126 Old Leonardtown Rd,Hughesville,MD,20637,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.541135,-76.788201,5/8/2023,143517,2023-05-08 00:15:55 UTC,8/15/2019,J1772COMBO,US,,
DFW AIRPORT DC CHARGER,2415 Global Dr,Irving,TX,75062,888-758-4389,Public,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,32.855164,-97.037129,5/8/2023,143562,2023-05-08 00:15:29 UTC,8/15/2019,CHADEMO,US,,
ROAN & BLACK DC STATION #1,3315 Blue Star Hwy,Saugatuck,MI,49453,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.659491,-86.189764,5/8/2023,143753,2023-05-08 00:23:07 UTC,8/16/2019,CHADEMO J1772COMBO,US,,
THUNDER TOWER 1 DCFAST HOG,1384 Southlake Pkwy,Morrow,GA,30260,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.575905,-84.34529,5/8/2023,143758,2023-05-08 00:16:46 UTC,8/16/2019,J1772COMBO,US,,
MANCUSO CENTRAL DCFAST HOG,535 N Loop W Fwy,Houston,TX,77018,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.031349,-95.430897,5/8/2023,143824,2023-05-08 00:16:17 UTC,8/17/2019,J1772COMBO,US,,
LANCASTEROH DC FAST 1,135 W Chestnut St,Lancaster,OH,43130,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.712878,-82.603411,5/8/2023,143878,2023-05-08 00:16:52 UTC,8/20/2019,CHADEMO J1772COMBO,US,,
MIKE BRUNOS HD DCFAST HOG,791 Taos St,Slidell,LA,70458,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.281742,-89.75158,5/8/2023,143913,2023-05-08 00:17:04 UTC,8/21/2019,J1772COMBO,US,,
CRPUD DEER ISLAND DC2,64001 Columbia River Hwy,Deer Island,OR,97054,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.924736,-122.836766,5/8/2023,143950,2023-05-08 00:21:29 UTC,8/22/2019,CHADEMO J1772COMBO,US,,
HCHD_1 DCFAST HOG,3320 E Lincolnway,Cheyenne,WY,82001,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.139366,-104.77005,5/8/2023,143951,2023-05-08 00:16:55 UTC,8/22/2019,J1772COMBO,US,,
H-D OF PCB DCFAST HOG,14700 Panama City Beach Pkwy,Panama City Beach,FL,32413,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.21448,-85.85414,5/8/2023,144082,2023-05-08 00:16:48 UTC,8/27/2019,J1772COMBO,US,,
HD NPR DCFAST HOG,5817 FL-54,New Port Richey,FL,34652,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,28.217413,-82.71773,5/8/2023,144083,2023-05-08 00:16:48 UTC,8/27/2019,J1772COMBO,US,,
KINSALE EV KINSALE EV,3737 Village Club Dr,Powell,OH,43065,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.188184,-83.098691,5/8/2023,144139,2023-05-08 00:17:06 UTC,8/29/2019,CHADEMO J1772COMBO,US,,
WINDY CITY H-D WINDY CITY DC,5490 Park Pl,Rosemont,IL,60018,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9779,-87.86849,5/8/2023,144210,2023-05-08 00:17:13 UTC,8/30/2019,J1772COMBO,US,,
STHD DCFAST HOG,4870 Venture Dr,Southaven,MS,38671,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.93214,-89.99614,5/8/2023,144213,2023-05-08 00:17:13 UTC,8/30/2019,J1772COMBO,US,,
PARADISE H-D DCFAST HOG,10770 SW Cascade Ave,Tigard,OR,97223,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.442818,-122.78139,5/8/2023,144214,2023-05-08 00:17:13 UTC,8/30/2019,J1772COMBO,US,,
MOOSE LAKE LEVEL 3,201 Arrowhead Ln,Moose Lake,MN,55767,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,46.452592,-92.763636,5/8/2023,144220,2023-05-08 00:17:14 UTC,8/30/2019,CHADEMO J1772COMBO,US,,
CITY OF WOOSTER N BUCKEYE 2,132 E North St,Wooster,OH,44691,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.799446,-81.93933,5/8/2023,144514,2023-05-08 00:16:56 UTC,9/4/2019,CHADEMO J1772COMBO,US,,
REDSTONE HD DCFAST HOG,15100 AL-20,Madison,AL,35756,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.639034,-86.85275,5/8/2023,144515,2023-05-08 00:16:50 UTC,9/4/2019,J1772COMBO,US,,
BLUE ENERGY 1 BEACON PARK DC4,2001 1st St,Detroit,MI,48226,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.334972,-83.055956,5/8/2023,145077,2023-05-08 00:17:17 UTC,9/10/2019,CHADEMO J1772COMBO,US,,
BLUE ENERGY 1 BEACON PARK DC3,1971 Grand River Ave,Detroit,MI,48226,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.33487,-83.05598,5/8/2023,145078,2023-05-08 00:17:17 UTC,9/10/2019,CHADEMO J1772COMBO,US,,
H-D LIVEWIRE DCFAST HOG,5191 S Las Vegas Blvd,Las Vegas,NV,89119,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,36.083084,-115.171684,5/8/2023,145079,2023-05-08 00:17:17 UTC,9/10/2019,J1772COMBO,US,,
WILLIAMSHD DCFAST HOG,1100 US-22,Lebanon,NJ,8833,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.64508,-74.812904,5/8/2023,145080,2023-05-08 00:17:17 UTC,9/10/2019,J1772COMBO,US,,
FLASHGORDON1 DCFAST HOG,16565 E 33rd Dr,Aurora,CO,80011,888-758-4389,Public,Mon 10:00am - 6:00pm; Tue 10:00am - 6:00pm; Wed 10:00am - 6:00pm; Thu 10:00am - 6:00pm; Fri 10:00am - 6:00pm; Sat 9:00am - 5:00pm,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.764977,-104.79532,5/8/2023,145184,2023-05-08 00:17:24 UTC,9/13/2019,J1772COMBO,US,,
RED ROCK HARLEY DCFAST HOG,2260 S Rainbow Blvd,Las Vegas,NV,89146,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,36.146782,-115.241455,5/8/2023,145314,2023-05-08 00:17:27 UTC,9/17/2019,J1772COMBO,US,,
MDTA FORT MCHENRY 4,3990 Leland Ave,Baltimore,MD,21224,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.26556,-76.56214,5/8/2023,145317,2023-05-08 00:17:25 UTC,9/17/2019,CHADEMO J1772COMBO,US,,
LAKELAND HARLEY DCFAST HOG,4202 Lakeland Hills Blvd,Lakeland,FL,33805,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,28.095829,-81.9527,5/8/2023,145336,2023-05-08 00:17:16 UTC,9/18/2019,J1772COMBO,US,,
70 RAINEY DC250 DC250,70 Rainey St,Austin,TX,78701,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.258581,-97.738748,5/8/2023,145341,2023-05-08 00:15:31 UTC,9/18/2019,CHADEMO J1772COMBO,US,,
IRVINE COMPANY FASHION DCFC 01,555 Newport Center Dr,Newport Beach,CA,92660,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.617622,-117.87427,5/8/2023,145442,2023-05-08 00:20:30 UTC,9/21/2019,CHADEMO J1772COMBO,US,,
